id,raw_genre,meta_genre,wav_path,mel_path,feat_path
rock.00002,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00002.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00002.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00002.npy
disco.00034,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00034.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00034.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00034.npy
metal.00025,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00025.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00025.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00025.npy
disco.00048,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00048.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00048.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00048.npy
rock.00006,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00006.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00006.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00006.npy
metal.00053,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00053.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00053.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00053.npy
blues.00040,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00040.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00040.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00040.npy
disco.00040,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00040.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00040.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00040.npy
rock.00020,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00020.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00020.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00020.npy
disco.00039,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00039.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00039.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00039.npy
pop.00009,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00009.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00009.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00009.npy
hiphop.00054,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00054.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00054.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00054.npy
hiphop.00079,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00079.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00079.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00079.npy
pop.00062,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00062.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00062.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00062.npy
pop.00021,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00021.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00021.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00021.npy
metal.00067,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00067.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00067.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00067.npy
blues.00009,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00009.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00009.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00009.npy
disco.00062,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00062.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00062.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00062.npy
blues.00089,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00089.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00089.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00089.npy
rock.00098,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00098.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00098.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00098.npy
rock.00042,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00042.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00042.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00042.npy
rock.00087,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00087.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00087.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00087.npy
disco.00026,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00026.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00026.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00026.npy
metal.00002,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00002.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00002.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00002.npy
metal.00059,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00059.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00059.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00059.npy
pop.00085,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00085.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00085.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00085.npy
pop.00008,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00008.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00008.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00008.npy
disco.00020,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00020.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00020.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00020.npy
hiphop.00019,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00019.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00019.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00019.npy
disco.00079,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00079.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00079.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00079.npy
metal.00030,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00030.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00030.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00030.npy
hiphop.00099,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00099.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00099.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00099.npy
hiphop.00024,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00024.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00024.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00024.npy
pop.00005,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00005.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00005.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00005.npy
hiphop.00089,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00089.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00089.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00089.npy
rock.00072,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00072.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00072.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00072.npy
disco.00009,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00009.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00009.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00009.npy
rock.00054,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00054.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00054.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00054.npy
hiphop.00020,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00020.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00020.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00020.npy
rock.00037,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00037.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00037.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00037.npy
hiphop.00041,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00041.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00041.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00041.npy
rock.00048,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00048.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00048.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00048.npy
metal.00083,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00083.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00083.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00083.npy
disco.00004,disco,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\disco\disco.00004.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\disco.00004.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\disco.00004.npy
blues.00053,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00053.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00053.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00053.npy
hiphop.00016,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00016.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00016.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00016.npy
hiphop.00039,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00039.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00039.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00039.npy
rock.00014,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00014.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00014.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00014.npy
hiphop.00030,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00030.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00030.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00030.npy
metal.00004,metal,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\metal\metal.00004.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\metal.00004.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\metal.00004.npy
blues.00013,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00013.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00013.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00013.npy
rock.00069,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00069.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00069.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00069.npy
hiphop.00042,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00042.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00042.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00042.npy
hiphop.00081,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00081.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00081.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00081.npy
blues.00018,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00018.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00018.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00018.npy
blues.00066,blues,Blues-like,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\blues\blues.00066.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\blues.00066.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\blues.00066.npy
rock.00003,rock,Rock/Metal,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\rock\rock.00003.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\rock.00003.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\rock.00003.npy
hiphop.00084,hiphop,HipHop/Rap,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\hiphop\hiphop.00084.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\hiphop.00084.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\hiphop.00084.npy
pop.00017,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00017.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00017.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00017.npy
pop.00064,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00064.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00064.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00064.npy
pop.00086,pop,Pop/Dance/RnB,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\genres_original\pop\pop.00086.wav,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\processed_mels\pop.00086.npy,C:\Users\anjen\Desktop\project\anjenn\genre_classification\GTZAN\mfcc_npy\pop.00086.npy
